label,SKU,category,sub_category,demand_units,gross_rev,delivered_units,days_sold,asp
2026-03hps,NTURL-MLES-LOP-2-0-AP-IWTCH-STRP-42,Accessories,Watch Straps,869.0,781231.0,354.0,6,899.0
2026-03hps,ALL-CLVE-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,774.0,776876.0,312.0,6,1003.72
2026-03hps,CRBN-BLK-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,331.0,763069.0,167.0,6,2305.34
2026-03hps,SURG-KVLR-CORE-TWN-TYPC-CBLE-140W,Accessories,Wireless Charger,581.0,757519.0,228.0,6,1303.82
2026-03hps,BLK-WING-TOTE,Bags and Backpacks,Tote Bags,464.0,697536.0,243.0,6,1503.31
2026-03hps,TURF-LETHER-DESK-MAT-BLK,Home Office,Desks,972.0,684228.0,429.0,6,703.94
2026-03hps,CORL-STCK-FLX-STND,Home Office,Stands,945.0,663255.0,441.0,6,701.86
2026-03hps,BLUE-RPSTP-VULT-TECH-ORGNISER-SML,Home Office,Organisers,600.0,662200.0,182.0,6,1103.67
2026-03hps,SPCE-BLUE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,780.0,630220.0,358.0,6,807.97
2026-03hps,ALL-BEGE-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,617.0,618633.0,313.0,6,1002.65
2026-03hps,SRG-FLDWY-3-1-QI2-2-WIRLES-CHRGR-ORNG,Accessories,Wireless Charger,82.0,617918.0,38.0,6,7535.59
2026-03hps,DESK-TRIO-BUNDLE-BLK,Home Office,Desks,509.0,611091.0,249.0,6,1200.57
2026-03hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-RED,Accessories,Wireless Charger,1208.0,606292.0,552.0,6,501.9
2026-03hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-WHT,Accessories,Wireless Charger,483.0,592017.0,200.0,6,1225.71
2026-03hps,SPCEBLK-MGT-MLES-LOP-APL-IWTCH-STRP-42,Accessories,Watch Straps,1174.0,589826.0,453.0,6,502.41
2026-03hps,SLAT-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,532.0,584718.0,214.0,6,1099.09
2026-03hps,TAN-URBAN-TECH-FLIO,Home Office,Organisers,450.0,584550.0,197.0,5,1299.0
2026-03hps,POP-33W-TWN-PRT-GN-DSK-ADPTR-WHT,Accessories,Wireless Charger,721.0,578179.0,298.0,6,801.91
2026-03hps,SLAT-STCK-FLX-STND,Home Office,Stands,825.0,577575.0,427.0,5,700.09
2026-03hps,POP-67W-TRPL-PRT-GN-DSK-ADPTR-YELW,Accessories,Wireless Charger,339.0,573561.0,162.0,6,1691.92
2026-03hps,NXUS-TITNUM-AP-IWATCH-STRP-42,Accessories,Watch Straps,226.0,564774.0,90.0,6,2499.0
2026-03hps,POP-67W-TRPL-PRT-GN-DSK-ADPTR-RED,Accessories,Wireless Charger,337.0,563563.0,219.0,5,1672.29
2026-03hps,KVLR-CORE-2IN1-CHRGNG-CABLE-100W,Accessories,Wireless Charger,559.0,560841.0,226.0,6,1003.29
2026-03hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-BLK,Accessories,Wireless Charger,418.0,555782.0,159.0,6,1329.62
2026-03hps,SLAT-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,420.0,551930.0,207.0,6,1314.12
2026-03hps,INDGO-STCK-FLX-STND,Home Office,Stands,768.0,539532.0,366.0,6,702.52
2026-03hps,FORST-STCK-PHN-WLET-STND,Accessories,Phone Wallets,246.0,530654.0,141.0,6,2157.13
2026-03hps,SLAT-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,387.0,525313.0,173.0,6,1357.4
2026-03hps,ROSE-GLD-MGT-MLES-LOP-APL-IWTCH-STRP-38,Accessories,Watch Straps,1021.0,517479.0,405.0,6,506.84
2026-03hps,INDGO-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,396.0,501304.0,192.0,6,1265.92
2026-03hps,SLAT-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,358.0,487042.0,169.0,6,1360.45
2026-03hps,BSLT-PVT-TRVL-SLNG,Accessories,Phone Bags,403.0,484997.0,145.0,6,1203.47
2026-03hps,MARSAL-TECH-CASE-BLUE,Home Office,Organisers,370.0,484530.0,147.0,6,1309.54
2026-03hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-WHT,Accessories,Wireless Charger,953.0,475997.0,415.0,6,499.47
2026-03hps,INDGO-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,348.0,473252.0,190.0,6,1359.92
2026-03hps,SCRLT-WING-CITY-TOTE,Bags and Backpacks,Tote Bags,266.0,471034.0,33.0,6,1770.8
2026-03hps,CRNL-LVE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,520.0,469080.0,269.0,5,902.08
2026-03hps,INDGO-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,343.0,464657.0,189.0,6,1354.69
2026-03hps,CRBN-STCK-PHN-GRP-STND,Accessories,Phone Grip,340.0,463460.0,140.0,6,1363.12
2026-03hps,SURG-MAX-3IN1-MGNT-CHRGN-STATION,Accessories,Wireless Charger,77.0,461923.0,22.0,5,5999.0
2026-03hps,CRBN-STCK-FLX-STND,Home Office,Stands,655.0,459645.0,280.0,6,701.75
2026-03hps,SPCE-BLUE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,196.0,453404.0,95.0,6,2313.29
2026-03hps,SRG-TWN-PORT-45W-GAN-CHRGR,Accessories,Wireless Charger,443.0,442557.0,188.0,6,999.0
2026-03hps,INDGO-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,326.0,435674.0,185.0,6,1336.42
2026-03hps,NAVY-FELD-BACKPACK,Bags and Backpacks,Backpacks,173.0,432327.0,86.0,6,2499.0
2026-03hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-YELW,Accessories,Wireless Charger,869.0,432031.0,387.0,6,497.16
2026-03hps,BSLT-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,325.0,423175.0,178.0,6,1302.08
2026-03hps,OSGO-FLDIG-LAPTOP-TBLT-STND-SPACE-GREY,Home Office,Stands,527.0,421773.0,207.0,6,800.33
2026-03hps,TNGRN-STCK-PHN-GRP-STND,Accessories,Phone Grip,304.0,414096.0,138.0,6,1362.16
2026-03hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-BLU,Accessories,Wireless Charger,294.0,411306.0,150.0,6,1399.0
2026-03hps,BRWN-PUFT-OVRSIZD-TOTE,Bags and Backpacks,Tote Bags,174.0,400026.0,83.0,6,2299.0
2026-03hps,CRNL-LVE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,171.0,394029.0,98.0,5,2304.26
2026-03hps,BLK-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,487.0,389113.0,198.0,6,799.0
2026-03hps,FORST-GRN-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,383.0,383217.0,180.0,5,1000.57
2026-03hps,TITNM-PWR-BNK-4IN1-CHRGNG-CBLE,Accessories,Wireless Charger,87.0,370313.0,22.0,4,4256.47
2026-03hps,ALL-IVORY-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,347.0,348153.0,183.0,6,1003.32
2026-03hps,CLVE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,245.0,343055.0,140.0,5,1400.22
2026-03hps,COLRBLCK-PUFT-BGUET-BAG,Bags and Backpacks,Tote Bags,189.0,340011.0,83.0,5,1799.0
2026-03hps,CNID-MAGSAF-QI2-2-WIRLES-CHRGR-ORNG,Accessories,Wireless Charger,84.0,336416.0,33.0,6,4004.95
2026-03hps,SURG-3-N1-MGNT-CHRGN-STATION,Accessories,Wireless Charger,84.0,335916.0,62.0,5,3999.0
2026-03hps,FORST-LOFT-CHRNG-STATION-65W,Accessories,Wireless Charger,67.0,334933.0,29.0,5,4999.0
2026-03hps,BLK-URBAN-TECH-FLIO,Home Office,Organisers,255.0,331245.0,86.0,5,1299.0
2026-03hps,PINE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,365.0,331135.0,171.0,6,907.22
2026-03hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-BLU,Accessories,Wireless Charger,549.0,330001.0,424.0,3,601.09
2026-03hps,CLVE-FELD-BACKPACK,Bags and Backpacks,Backpacks,131.0,328969.0,69.0,6,2511.21
2026-03hps,BLK-MLES-LOP-2-0-AP-IWTCH-STRP-38,Accessories,Watch Straps,365.0,328135.0,105.0,6,899.0
2026-03hps,MARSAL-MINI-TECH-CASE-BLUE,Home Office,Organisers,400.0,327700.0,183.0,6,819.25
2026-03hps,SRG-MAX-FLDWAY-3IN1-WIRLES-CHRGER,Accessories,Wireless Charger,46.0,321954.0,23.0,4,6999.0
2026-03hps,MARSAL-TECH-CASE-BLK,Home Office,Organisers,245.0,320455.0,85.0,6,1307.98
2026-03hps,MARSAL-TECH-CASE-TAN,Home Office,Organisers,244.0,317956.0,66.0,6,1303.1
2026-03hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,311.0,314689.0,155.0,6,1011.86
2026-03hps,BLK-BEGE-LTHR-MGSAF-AP-IPH16PRO,Cases And Sleeves,Designer Cases,307.0,308793.0,137.0,6,1005.84
2026-03hps,KHAKI-BEGE-CLVE-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,190.0,304710.0,96.0,6,1603.74
2026-03hps,INDGO-STCK-SGNTUR-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,240.0,304060.0,129.0,6,1266.92
2026-03hps,ROSE-GLD-MGT-MLES-LOP-APL-IWTCH-STRP-42,Accessories,Watch Straps,605.0,303895.0,209.0,6,502.31
2026-03hps,SLAT-STCK-SGNTUR-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,241.0,303559.0,135.0,6,1259.58
2026-03hps,TAN-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,301.0,301499.0,140.0,6,1001.66
2026-03hps,VALE-VEGN-LTHER-TRAY-TAN,Home Office,Desks,599.0,301301.0,251.0,6,503.01
2026-03hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-RED,Accessories,Wireless Charger,214.0,299386.0,86.0,6,1399.0
2026-03hps,CRBN-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,236.0,297364.0,108.0,6,1260.02
2026-03hps,TAN-GRY-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,295.0,296305.0,136.0,6,1004.42
2026-03hps,BLK-CHRCL-RIM-SNPON-AP-WTHSTRP-42,Accessories,Watch Straps,367.0,294633.0,107.0,6,802.81
2026-03hps,ALL-RED-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,293.0,294007.0,167.0,6,1003.44
2026-03hps,CRBN-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,223.0,293627.0,107.0,6,1316.71
2026-03hps,GRPHT-MGT-MLES-LOP-APL-IWTCH-STRP-42,Accessories,Watch Straps,580.0,293420.0,234.0,5,505.9
2026-03hps,CBLT-STCK-PHN-GRP-STND,Accessories,Phone Grip,214.0,292986.0,94.0,6,1369.09
2026-03hps,IVORT-NVY-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,97.0,292403.0,59.0,6,3014.46
2026-03hps,BSLT-PVOT-TAIGA-BACKPACK,Bags and Backpacks,Backpacks,83.0,291417.0,49.0,6,3511.05
2026-03hps,CRBN-BLK-STRA-SLEVE-LARGE,Cases And Sleeves,Laptop Bags and Sleeves,287.0,288513.0,139.0,6,1005.27
2026-03hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,285.0,287915.0,137.0,6,1010.23
2026-03hps,KHKI-BGIE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,204.0,285996.0,111.0,6,1401.94
2026-03hps,AXLE-TWIN-PORT-53W-CAR-CHRGR,Accessories,Wireless Charger,434.0,283766.0,175.0,6,653.84
2026-03hps,BLK-BEGE-LTHR-MGSAF-AP-IPH15PRO,Cases And Sleeves,Designer Cases,282.0,281718.0,121.0,5,999.0
2026-03hps,BRWN-TAN-URBN-TECH-BRF-BAF-LARGE,Bags and Backpacks,Messenger Bags,104.0,280696.0,50.0,6,2699.0
2026-03hps,BLU-MARSAL-TECH-KIT-LTHRT,Home Office,Organisers,214.0,280486.0,73.0,6,1310.68
2026-03hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-YELW,Accessories,Wireless Charger,206.0,279994.0,93.0,6,1359.19
2026-03hps,NEON-ORNG-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,346.0,276454.0,154.0,6,799.0
2026-03hps,WALNT-ELPS-LTHR-AP-WATCHBND-42,Accessories,Watch Straps,95.0,275805.0,43.0,6,2903.21
2026-03hps,TAN-GRY-LTHR-MGSAF-AP-IPH16PRO,Cases And Sleeves,Designer Cases,273.0,273427.0,118.0,6,1001.56
2026-03hps,INDGO-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,203.0,271547.0,107.0,6,1337.67
2026-03hps,CRMSON-RED-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,169.0,271131.0,93.0,6,1604.33
2026-03hps,CHRCOL-LOFT-CHRNG-STATION-65W,Accessories,Wireless Charger,54.0,269946.0,28.0,5,4999.0
2026-03hps,SRG-3IN1-QI2-WIRLES-CHRGER,Accessories,Wireless Charger,48.0,264952.0,23.0,6,5519.83
2026-03hps,MONBEM-VELUR-SNPON-APL-WATCH-STRP-38,Accessories,Watch Straps,330.0,263670.0,110.0,6,799.0
2026-03hps,CRBN-STCK-SGNTUR-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,210.0,263590.0,119.0,6,1255.19
2026-03hps,NAVY-BLUE-DOB-TXI-PUCH-MED,Home Office,Organisers,376.0,263424.0,170.0,6,700.6
2026-03hps,ALL-NVY-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,86.0,262414.0,45.0,5,3051.33
2026-03hps,INDGO-STCK-SGNTUR-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,205.0,258495.0,119.0,6,1260.95
2026-03hps,SLTE-GRAY-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,284.0,256516.0,141.0,6,903.23
2026-03hps,ARET-LAPTOP-STND-BLUE,Home Office,Desks,111.0,255989.0,33.0,6,2306.21
2026-03hps,TANGRIN-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,283.0,255617.0,125.0,6,903.24
2026-03hps,CRBN-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,232.0,255418.0,85.0,6,1100.94
2026-03hps,BSLT-PVT-LAPTOP-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,168.0,253332.0,96.0,6,1507.93
2026-03hps,TAN-BRWN-DART-DESK-MAT-R1,Home Office,Desks,168.0,252732.0,58.0,6,1504.36
2026-03hps,CRBN-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,186.0,252614.0,95.0,6,1358.14
2026-03hps,CORL-PVT-TRVL-SLNG,Accessories,Phone Bags,210.0,251790.0,95.0,6,1199.0
2026-03hps,MDNIT-BLU-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,179.0,251621.0,97.0,6,1405.7
2026-03hps,SLATE-GREY-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,107.0,248093.0,43.0,6,2318.63
2026-03hps,GRN-OLIV-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,241.0,242359.0,93.0,6,1005.64
2026-03hps,CMPR-KEYCHN-CLIP-SETOF2,Travel,Keychains,399.0,239601.0,123.0,6,600.5
2026-03hps,BLK-BEGE-LTHR-MGSAF-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,239.0,239461.0,112.0,6,1001.93
2026-03hps,CNDY-CANE-PUFT-OVRSIZD-TOTE,Bags and Backpacks,Tote Bags,91.0,239309.0,21.0,5,2629.77
2026-03hps,CRBN-BLK-RETRT-DOB-CROSSBODY-BAG,Bags and Backpacks,Crossbody Bags,233.0,233367.0,109.0,6,1001.58
2026-03hps,SLVR-MLES-LOP-2-0-AP-IWTCH-STRP-42,Accessories,Watch Straps,310.0,232190.0,124.0,5,749.0
2026-03hps,KHAK-BEGE-BUOY-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,128.0,230272.0,63.0,6,1799.0
2026-03hps,CRBN-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,169.0,230231.0,79.0,6,1362.31
2026-03hps,COLRBLCK-PUFT-OVRSIZD-TOTE,Bags and Backpacks,Tote Bags,91.0,227409.0,53.0,4,2499.0
2026-03hps,BSLT-PVT-CARY-ALL-PUCH-LRG,Wallet and Pouches,Pouches,251.0,226249.0,124.0,5,901.39
2026-03hps,AXLE-53W-CAR-CHRGR-KVLR-CHRGNG-CABLE,Accessories,Wireless Charger,175.0,226075.0,45.0,5,1291.86
2026-03hps,SLAT-STCK-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,181.0,223969.0,102.0,6,1237.4
2026-03hps,BSLT-PVOT-CROSBODY,Accessories,Phone Bags,140.0,223860.0,53.0,6,1599.0
2026-03hps,BLK-URBN-TECH-BRF-BAF-MED,Bags and Backpacks,Messenger Bags,86.0,223514.0,43.0,5,2599.0
2026-03hps,COLRBLCK-PUFT-LAPTOP-BAG,Cases And Sleeves,Laptop Bags and Sleeves,148.0,221852.0,81.0,5,1499.0
2026-03hps,NTURL-MLES-LOP-2-0-AP-IWTCH-STRP-38,Accessories,Watch Straps,244.0,220956.0,152.0,4,905.56
2026-03hps,CRBN-BLK-EASY-DOB-SQURE-POUCH,Wallet and Pouches,Pouches,441.0,220659.0,155.0,6,500.36
2026-03hps,BLK-URBN-TECH-BRF-BAF-LARGE,Bags and Backpacks,Messenger Bags,78.0,218322.0,37.0,6,2799.0
2026-03hps,ARET-LAPTOP-STND-BLK,Home Office,Desks,94.0,216906.0,34.0,6,2307.51
2026-03hps,FRST-GRN-NVY-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,134.0,214866.0,69.0,6,1603.48
2026-03hps,BLK-URBN-CLASIC-BREFCASE-BAG,Bags and Backpacks,Messenger Bags,56.0,214844.0,33.0,6,3836.5
2026-03hps,TURF-2.0-DESK-MAT-MOUS-PAD-BLK,Home Office,Desks,173.0,214327.0,61.0,6,1238.88
2026-03hps,BLK-POP-PWR-PACK-67W,Accessories,Wireless Charger,79.0,212321.0,21.0,6,2687.61
2026-03hps,BLK-BEGE-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,210.0,212190.0,101.0,6,1010.43
2026-03hps,ALL-MUSTRD-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,211.0,211889.0,77.0,6,1004.21
2026-03hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,212.0,211788.0,95.0,6,999.0
2026-03hps,WHT-POP-PWR-PACK-67W,Accessories,Wireless Charger,98.0,211602.0,16.0,5,2159.2
2026-03hps,BLUE-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,263.0,210137.0,121.0,6,799.0
2026-03hps,BLK-BEGE-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,206.0,209794.0,92.0,6,1018.42
2026-03hps,CRBN-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,182.0,209418.0,90.0,6,1150.65
2026-03hps,SLAT-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,183.0,209117.0,65.0,6,1142.72
2026-03hps,SPCE-BLUE-ARAY-PLNR,Home Office,Organisers,160.0,208540.0,50.0,6,1303.38
2026-03hps,PRWNKL-PUFT-LAPTOP-BAG,Cases And Sleeves,Laptop Bags and Sleeves,138.0,206862.0,69.0,5,1499.0
2026-03hps,MNT-GRN-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,206.0,206294.0,106.0,5,1001.43
2026-03hps,MIDNYT-BLU-PULTB-NYLWEV-AP-WTCH-STRP-42,Accessories,Watch Straps,413.0,206087.0,170.0,4,499.0
2026-03hps,RFLX-MAGSF-SHLD-AP-IPH17PRO,Cases And Sleeves,Designer Cases,290.0,204710.0,126.0,6,705.9
2026-03hps,MNT-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,176.0,204224.0,78.0,6,1160.36
2026-03hps,CAMB-KEY-CHAN-CLIP-TAN,Travel,Keychains,582.0,203318.0,236.0,6,349.34
2026-03hps,FRST-GRN-FELD-BACKPACK,Bags and Backpacks,Backpacks,81.0,203219.0,44.0,5,2508.88
2026-03hps,SLAT-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,181.0,202469.0,73.0,6,1118.61
2026-03hps,ALL-NVY-9TO9-BACKPACK,Bags and Backpacks,Backpacks,88.0,202312.0,40.0,5,2299.0
2026-03hps,CRBN-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,176.0,201824.0,65.0,6,1146.73
2026-03hps,KELP-DUFLE,Bags and Backpacks,Duffle Bags,80.0,201420.0,50.0,6,2517.75
2026-03hps,NVY-BLK-SYSTEM-TOT,Bags and Backpacks,Tote Bags,67.0,200933.0,30.0,6,2999.0
2026-03hps,BLK-WING-CROSBODY,Bags and Backpacks,Crossbody Bags,143.0,200457.0,69.0,6,1401.8
2026-03hps,NAVY-FELD-DAYPACK,Bags and Backpacks,Backpacks,132.0,198968.0,76.0,5,1507.33
2026-03hps,WHT-BEM-2-0-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,396.0,197604.0,151.0,6,499.0
2026-03hps,STRD-2-0-CLR-MEGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,280.0,197520.0,151.0,6,705.43
2026-03hps,LIGHT-GREY-FLSH-PUCH,Home Office,Organisers,281.0,197319.0,116.0,6,702.2
2026-03hps,GREY-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,245.0,195755.0,90.0,6,799.0
2026-03hps,ARET-LAPTOP-STND-GRN,Home Office,Desks,84.0,194316.0,14.0,6,2313.29
2026-03hps,CRBN-STCK-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,156.0,193344.0,85.0,6,1239.38
2026-03hps,NAVY-BLUE-BUOY-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,107.0,192493.0,13.0,6,1799.0
2026-03hps,CABLE-PROTECTOR,Home Office,Organisers,1277.0,191023.0,464.0,5,149.59
2026-03hps,COL-ANTRCT-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,79.0,190221.0,31.0,6,2407.86
2026-03hps,CLY-LOFT-CHRNG-STATION-65W,Accessories,Wireless Charger,38.0,189962.0,16.0,5,4999.0
