SKU,parent,cat,gross,units,deliv,days,is_mapped,base_gross,base_units,asp,cat_base,f_oct,f_nov,oct_gross,nov_gross,oct_units,nov_units,Sold_in_event,In_inventory_7Sep,In_projection_sheet,COGS,Product_Name,Phone_Model,Sub_Category,Brand,sep_hps_gross,oct_cogs_value,nov_cogs_value,oct_margin,oct_margin_pct,lifecycle,event_ratio,event_dependent
CLR-MGNTIC-PHN-GO-PIXEL9PRO,Clear Magnetic,Cases And Sleeves,24257.0,47.0,43.0,31,True,12128.5,23.5,516.1063829787234,34345120.5,1.2883232034218228,1.0714423217936824,15625.427972701578,12994.988199874677,31,26,True,True,True,,Clear Magnetic Phone Case Cover for Google Pixel 9 Pro,Google Pixel 9 Pro,Designer Cases,Google,15574.0,,,,,Continue (active Jul/Aug26),1.284082945129241,False
CLR-MGNTIC-PHN-GO-PIXEL9PROXL,Clear Magnetic,Cases And Sleeves,10579.0,19.0,16.0,17,True,5289.5,9.5,556.7894736842105,34345120.5,1.2883232034218228,1.0714423217936824,6814.585584499732,5667.394161127683,13,11,True,True,False,,Clear Magnetic Phone Case Cover for Google Pixel 9 Pro XL,Google Pixel 9 Pro XL,Designer Cases,Google,8985.0,,,,,Continue (active Jul/Aug26),1.6986482654315154,False
CLR-MGNTIC-PHN-NT-PHN2,Clear Magnetic,Cases And Sleeves,22913.0,41.0,32.0,29,True,11456.5,20.5,558.8536585365854,34345120.5,1.2883232034218228,1.0714423217936824,14759.674780002111,12274.97895962932,27,22,True,True,False,,Clear Magnetic Phone Case Cover for Nothing Phone (2),Nothing Phone (2),Designer Cases,Nothing,20366.0,,,,,Continue (active Jul/Aug26),1.7776807925631737,False
CLR-MGNTIC-PHN-NT-PHN3A,Clear Magnetic,Cases And Sleeves,11304.0,20.0,13.0,17,True,5652.0,10.0,565.2,34345120.5,1.2883232034218228,1.0714423217936824,7281.602745740142,6055.792002777893,13,11,True,True,False,,Clear Magnetic Phone Case Cover for Nothing Phone (3a),Nothing Phone (3a),Designer Cases,Nothing,7787.0,,,,,Continue (active Jul/Aug26),1.3777423920736023,False
CLR-MGNTIC-PHN-ON-11R,Clear Magnetic,Cases And Sleeves,23222.0,44.0,34.0,28,True,11611.0,22.0,527.7727272727273,34345120.5,1.2883232034218228,1.0714423217936824,14958.720714930783,12440.516798346443,29,24,True,True,False,,Clear Magnetic Phone Case Cover for OnePlus 11R,OnePlus 11R,Designer Cases,OnePlus,10782.0,,,,,Continue (active Jul/Aug26),0.9286021875807424,False
CLR-MGNTIC-PHN-ON-12,Clear Magnetic,Cases And Sleeves,22203.0,37.0,34.0,30,True,11101.5,18.5,600.081081081081,34345120.5,1.2883232034218228,1.0714423217936824,14302.320042787363,11894.616935392563,24,20,True,True,True,,Clear Magnetic Phone Case Cover for OnePlus 12,OnePlus 12,Designer Cases,OnePlus,15775.0,,,,,Continue (active Jul/Aug26),1.4209791469621222,False
CLR-MGNTIC-PHN-ON-12R,Clear Magnetic,Cases And Sleeves,26002.0,38.0,15.0,23,True,13001.0,19.0,684.2631578947369,34345120.5,1.2883232034218228,1.0714423217936824,16749.489967687117,13929.821625639664,25,21,True,True,False,,Clear Magnetic Phone Case Cover for OnePlus 12R,OnePlus 12R,Designer Cases,OnePlus,13178.0,,,,,Continue (active Jul/Aug26),1.0136143373586648,False
CLR-MGNTIC-PHN-ON-13,Clear Magnetic,Cases And Sleeves,120658.0,142.0,30.0,45,True,60329.0,71.0,849.7042253521126,34345120.5,1.2883232034218228,1.0714423217936824,77723.25053923514,64639.04383149106,92,77,True,True,True,,Clear Magnetic Phone Case Cover for OnePlus 13,OnePlus 13,Designer Cases,OnePlus,28955.0,,,,,Continue (active Jul/Aug26),0.4799515987336107,False
CLR-MGNTIC-PHN-ON-13S,Clear Magnetic,Cases And Sleeves,23630.0,38.0,29.0,31,True,11815.0,19.0,621.8421052631579,34345120.5,1.2883232034218228,1.0714423217936824,15221.538648428836,12659.091031992357,25,21,True,True,True,,Clear Magnetic Phone Case Cover for OnePlus 13s,OnePlus 13s,Designer Cases,OnePlus,10583.0,,,,,Continue (active Jul/Aug26),0.8957257723233178,False
CLR-MGNTIC-PHN-ON-NORD3,Clear Magnetic,Cases And Sleeves,5078.0,10.0,5.0,9,True,2539.0,5.0,507.8,34345120.5,1.2883232034218228,1.0714423217936824,3271.0526134880083,2720.3920550341595,7,6,True,True,True,,Clear Magnetic Phone Case Cover for OnePlus Nord 3,Oneplus Nord 3,Designer Cases,OnePlus,4193.0,,,,,Continue (active Jul/Aug26),1.6514375738479716,False
CLR-MGNTIC-PHN-ON-NORD5,Clear Magnetic,Cases And Sleeves,14604.0,26.0,21.0,22,True,7302.0,13.0,561.6923076923077,34345120.5,1.2883232034218228,1.0714423217936824,9407.33603138615,7823.671833737469,17,14,True,True,False,,Clear Magnetic Phone Case Cover for OnePlus Nord 5,Oneplus Nord 5,Designer Cases,OnePlus,8985.0,,,,,Continue (active Jul/Aug26),1.2304847986852916,False
CLUD-GRY-TEMPA-ARTAG-CASE,AirTag,Cases And Sleeves,12967.0,33.0,27.0,18,True,6483.5,16.5,392.93939393939394,34345120.5,1.2883232034218228,1.0714423217936824,8352.843489385388,6946.69629334934,22,18,True,True,True,42.0,Cloud Grey Tempa AirTag Case,,AirTag Cases,DailyObjects,14129.0,924.0,756.0,7428.843489385388,88.93789879848462,Continue (active Jul/Aug26),2.1792241844682656,False
CLUD-GRY-VEKO-ARTAG-CASE,AirTag,Cases And Sleeves,25449.0,51.0,41.0,31,True,12724.5,25.5,499.0,34345120.5,1.2883232034218228,1.0714423217936824,16393.268601940985,13633.567823663712,33,28,True,True,True,52.0,Cloud Grey Veko AirTag Case,,AirTag Cases,DailyObjects,44377.0,1716.0,1456.0,14677.268601940985,89.53228888229879,Continue (active Jul/Aug26),3.4875240677433297,True
CLVE-FELD-BACKPACK,Field Backpack,Bags and Backpacks,294712.0,88.0,69.0,24,True,147356.0,44.0,3349.0,27770135.0,1.0061452901129435,1.097196189868784,148261.5453698829,161678.44175430454,45,49,True,True,True,,Clove Field Backpack,,Backpacks,DailyObjects,732207.0,,,,,Continue (active Jul/Aug26),4.968966312874942,True
CLVE-FELD-DAYPACK,Field Daypack,Bags and Backpacks,167334.0,66.0,45.0,45,True,83667.0,33.0,2535.3636363636365,27770135.0,1.0061452901129435,1.097196189868784,84181.15798787965,91799.11361775156,34,37,True,True,True,,Clove Field Daypack,,Backpacks,DailyObjects,134910.0,,,,,Continue (active Jul/Aug26),1.6124636953637634,False
CLVE-FELD-DUFLE-BAG,Field Duffle,Bags and Backpacks,126159.0,41.0,27.0,28,True,63079.5,20.5,3077.048780487805,27770135.0,1.0061452901129435,1.097196189868784,63467.14182767942,69210.58705882796,21,23,True,True,True,,Clove Field Duffle Bag,,Duffle Bags,DailyObjects,25191.0,,,,,Continue (active Jul/Aug26),0.39935319715596984,False
CLVE-MRCH-CROSSBODY-BAG-LARG,March Crossbody,Bags and Backpacks,500536.0,264.0,215.0,61,True,250268.0,132.0,1895.969696969697,27770135.0,1.0061452901129435,1.097196189868784,251805.96946598616,274593.0960460809,133,145,True,True,True,,Clove March Crossbody Bag Large,,Crossbody Bags,DailyObjects,544211.0,,,,,Continue (active Jul/Aug26),2.174512922147458,False
CLVE-MRCH-CROSSBODY-BAG-RGLR,March Crossbody,Bags and Backpacks,126908.0,92.0,76.0,47,True,63454.0,46.0,1379.4347826086955,27770135.0,1.0061452901129435,1.097196189868784,63843.94323882672,69621.48703193382,47,51,True,True,True,,Clove March Crossbody Bag Regular,,Crossbody Bags,DailyObjects,163836.0,,,,,Continue (active Jul/Aug26),2.5819648879503263,False
CLVE-TAN-SYSTEM-TOT,System Tote,Bags and Backpacks,291923.0,77.0,54.0,40,True,145961.5,38.5,3791.207792207792,27770135.0,1.0061452901129435,1.097196189868784,146858.4757628204,160148.40166753254,39,43,True,True,True,,Clove-Tan System Tote Bag,,Tote Bags,DailyObjects,74975.0,,,,,Continue (active Jul/Aug26),0.5136628494500262,False
CLY-LOFT-CHRNG-STATION-65W,LOFT Charging Station,Accessories,814837.0,163.0,134.0,50,True,407418.5,81.5,4999.0,41916483.0,0.7645721803750198,0.7441467195192246,311500.85087012005,303179.1402464432,63,61,True,True,True,,Clay Loft Charging Station 65W,,Wireless Charger,DailyObjects,738336.0,,,,,Continue (active Jul/Aug26),1.8122299306487064,False
CMPR-KEYCHN-CLIP-SETOF2,Keychain,Travel,69513.0,87.0,78.0,47,True,34756.5,43.5,799.0,791637.0,0.6952571306954115,0.7706858889097858,24164.70446301507,26786.34409789297,31,34,True,False,False,,Camper Keychain Clip Set of 2,,Keychains,DailyObjects,35542.0,,,,,Continue (active Jul/Aug26),1.0226000891919498,False
CNDY-CANE-PUFT-BLOM-CHRM,PUFT Charms,Bags and Backpacks,10482.0,18.0,15.0,18,True,5241.0,9.0,582.3333333333334,27770135.0,1.0061452901129435,1.097196189868784,5273.207465481937,5750.405231102297,10,10,True,True,True,,Candy Cane Puft Bloom Charm,,Bags Accessories,DailyObjects,28704.0,,,,,Continue (active Jul/Aug26),5.476817401259302,True
CNDY-CANE-PUFT-BOW-CHRM,PUFT Charms,Bags and Backpacks,5191.0,9.0,8.0,8,True,2595.5,4.5,576.7777777777778,27770135.0,1.0061452901129435,1.097196189868784,2611.450100488145,2847.772710804429,5,5,True,True,True,,Candy Cane Puft Bow Charm,,Bags Accessories,DailyObjects,10764.0,,,,,Continue (active Jul/Aug26),4.147177807744173,True
CNDY-CANE-PUFT-CROSBDY-BAG,PUFT Crossbody,Bags and Backpacks,18892.0,8.0,7.0,7,True,9446.0,4.0,2361.5,27770135.0,1.0061452901129435,1.097196189868784,9504.048410406864,10364.115209500536,5,5,True,True,True,,Candy Cane Puft Crossbody Bag,,Crossbody Bags,DailyObjects,88726.0,,,,,Continue (active Jul/Aug26),9.39297056955325,True
CNDY-CANE-PUFT-FRTUN-FISH-CHRM,PUFT Charms,Bags and Backpacks,5391.0,9.0,8.0,8,True,2695.5,4.5,599.0,27770135.0,1.0061452901129435,1.097196189868784,2712.0646294994394,2957.4923297913074,5,5,True,True,True,,Candy Cane Puft Fortune Fish Charm,,Bags Accessories,DailyObjects,8372.0,,,,,Continue (active Jul/Aug26),3.1059172695232795,True
CNDY-CANE-PUFT-HOLY-HART-CHRM,PUFT Charms,Bags and Backpacks,6389.0,11.0,8.0,10,True,3194.5,5.5,580.8181818181819,27770135.0,1.0061452901129435,1.097196189868784,3214.131129265798,3504.993228535831,6,7,True,True,True,,Candy Cane Puft Holly Heart Charm,,Bags Accessories,DailyObjects,34684.0,,,,,Continue (active Jul/Aug26),10.857411175457818,True
CNDY-CANE-PUFT-OVRSIZD-TOTE,PUFT Oversized Tote,Bags and Backpacks,79980.0,20.0,12.0,14,True,39990.0,10.0,3999.0,27770135.0,1.0061452901129435,1.097196189868784,40235.75015161661,43876.87563285267,11,11,True,True,True,,Candy Cane Puft Oversized Tote,,Tote Bags,DailyObjects,296286.0,,,,,Continue (active Jul/Aug26),7.409002250562641,True
CNDY-CANE-PUFT-PURFECT-CHRM,PUFT Charms,Bags and Backpacks,7487.0,13.0,8.0,11,True,3743.5,6.5,575.9230769230769,27770135.0,1.0061452901129435,1.097196189868784,3766.504893537804,4107.353936773793,7,8,True,True,True,,Candy Cane Puft Purrfect Charm,,Bags Accessories,DailyObjects,13754.0,,,,,Continue (active Jul/Aug26),3.6741017764124484,True
CNDY-CANE-PUFT-WSHNG-STR-CHRM,PUFT Charms,Bags and Backpacks,3793.0,7.0,6.0,6,True,1896.5,3.5,541.8571428571429,27770135.0,1.0061452901129435,1.097196189868784,1908.1545426991972,2080.832574086149,4,4,True,True,True,,Candy Cane Puft Wishing Star Charm,,Bags Accessories,DailyObjects,6279.0,,,,,Continue (active Jul/Aug26),3.3108357500659107,True
CNID-MAGSAF-QI2-2-WIRLES-CHRGR-ORNG,Conoid,Accessories,728331.0,169.0,124.0,56,True,364165.5,84.5,4309.650887573965,41916483.0,0.7645721803750198,0.7441467195192246,278430.81035235926,270992.5621870782,65,63,True,True,True,,SURGE Conoid Qi2.2-Certified Magsafe-Compatible  Wireless Charger - Cosmic Orange,,Wireless Charger,DailyObjects,464384.0,,,,,Continue (active Jul/Aug26),1.2752004239830517,False
CNRY-POP-TRCK-NYLN-AP-WATCHBND-38,Watchband - Track Nylon,Accessories,89364.0,36.0,23.0,29,True,44682.0,18.0,2482.333333333333,41916483.0,0.7645721803750198,0.7441467195192246,34162.614163516635,33249.96372155799,14,14,True,True,True,,Canary Pop Track Nylon Apple Watch Band (38/40/41mm),,Watch Straps,Apple,115423.0,,,,,Continue (active Jul/Aug26),2.583210241260463,False
CNRY-POP-TRCK-NYLN-AP-WATCHBND-42,Watchband - Track Nylon,Accessories,183726.0,74.0,49.0,42,True,91863.0,37.0,2482.783783783784,41916483.0,0.7645721803750198,0.7441467195192246,70235.89420579045,68359.55009519453,29,28,True,True,True,,Canary Pop Track Nylon Apple Watch Band (42/44/45/46/49mm),,Watch Straps,Apple,244337.0,,,,,Continue (active Jul/Aug26),2.6597977422901495,False
COL-ANTRCT-TRCK-NYLN-AP-WATCHBND-38,Watchband - Track Nylon,Accessories,436824.0,176.0,128.0,61,True,218412.0,88.0,2481.954545454545,41916483.0,0.7645721803750198,0.7441467195192246,166991.73906006882,162530.57330363287,68,66,True,True,True,,Cool Anthracite Track Nylon Apple Watch Band (38/40/41mm),,Watch Straps,Apple,218854.0,,,,,Continue (active Jul/Aug26),1.0020236983315935,False
COLRBLCK-PUFT-BCKT-SLING-BAG,PUFT Bucket Sling,Accessories,82217.0,33.0,24.0,25,True,41108.5,16.5,2491.4242424242425,41916483.0,0.7645721803750198,0.7441467195192246,31430.415476946506,30590.755419356046,13,13,True,True,True,,Colourblock Puft Bucket Sling Bag,,Phone Bags,DailyObjects,151884.0,,,,,Continue (active Jul/Aug26),3.6947103397107655,True
COLRBLCK-PUFT-BGUET-BAG,Puft Baguette Bag,Bags and Backpacks,113467.0,33.0,26.0,26,True,56733.5,16.5,3438.3939393939395,27770135.0,1.0061452901129435,1.097196189868784,57082.14381662268,62247.78003792066,17,19,True,True,True,,Colourblock Puft Baguette Bag,,Tote Bags,DailyObjects,518112.0,,,,,Continue (active Jul/Aug26),9.132382102285247,True
COLRBLCK-PUFT-CROSBDY-BAG,PUFT Crossbody,Bags and Backpacks,39482.0,18.0,13.0,16,True,19741.0,9.0,2193.4444444444443,27770135.0,1.0061452901129435,1.097196189868784,19862.31417211962,21659.749984199665,10,10,True,True,True,,Colourblock Puft Crossbody Bag,,Crossbody Bags,DailyObjects,151092.0,,,,,Continue (active Jul/Aug26),7.653715617243301,True
COLRBLCK-PUFT-LAPTOP-BAG,PUFT Laptop Bag,Cases And Sleeves,118702.0,48.0,36.0,34,True,59351.0,24.0,2472.958333333333,34345120.5,1.2883232034218228,1.0714423217936824,76463.2704462886,63591.17324077684,31,26,True,True,True,,Colourblock Puft Laptop Bag,,Laptop Bags and Sleeves,DailyObjects,260826.0,,,,,Continue (active Jul/Aug26),4.3946353052181095,True
COLRBLCK-PUFT-MINI-BAG-CHRM,PUFT Charms,Bags and Backpacks,22577.0,23.0,18.0,22,True,11288.5,11.5,981.608695652174,27770135.0,1.0061452901129435,1.097196189868784,11357.871107439963,12385.699189333767,12,13,True,True,True,,Colourblock Puft Mini Bag Charm,,Bags Accessories,DailyObjects,75349.0,,,,,Continue (active Jul/Aug26),6.674846082296142,True
COLRBLCK-PUFT-OVRSIZD-TOTE,PUFT Oversized Tote,Bags and Backpacks,179355.0,45.0,31.0,31,True,89677.5,22.5,3985.6666666666665,27770135.0,1.0061452901129435,1.097196189868784,90228.59425410347,98393.81131695789,23,25,True,True,True,,Colourblock Puft Oversized Tote,,Tote Bags,DailyObjects,219912.0,,,,,Continue (active Jul/Aug26),2.4522539098436065,False
COLRBLCK-PUFT-POUCH,PUFT Pouch,Wallet and Pouches,109738.0,62.0,55.0,39,True,54869.0,31.0,1769.967741935484,1868266.5,0.5068369989254888,0.4865346012073817,27809.63929404265,26695.667033647827,16,16,True,True,True,,Colourblock Puft Pouch,,Pouches,DailyObjects,189810.0,,,,,Continue (active Jul/Aug26),3.459330405146804,True
COMM-EVRYDAY-PACK,COMM-EVRYDAY-PACK,Bags and Backpacks,369900.0,100.0,86.0,51,False,184950.0,50.0,3699.0,27770135.0,1.0061452901129435,1.097196189868784,186086.5714063889,202926.43531623163,51,55,False,False,False,,,,Bags and Backpacks,,70180.0,,,,,Continue (active Jul/Aug26),0.37945390646120575,False
CORAL-PIVOT-MICRO-BAG,Pivot Micro Bag,Bags and Backpacks,12987.0,13.0,10.0,13,True,6493.5,6.5,999.0,27770135.0,1.0061452901129435,1.097196189868784,6533.404441348399,7124.643458912949,7,8,True,True,False,,Pivot Micro Bag - Coral,,Bags Accessories,DailyObjects,12475.0,,,,,Continue (active Jul/Aug26),1.9211519211519212,False
CORL-BSLT-PVT-KEY-TOTE,Pivot Key Tote,Bags and Backpacks,137465.0,35.0,31.0,29,True,68732.5,17.5,3927.571428571429,27770135.0,1.0061452901129435,1.097196189868784,69154.88115268789,75413.03712015621,18,20,True,True,True,,Coral-Basalt Pivot Key Tote,,Tote Bags,DailyObjects,2999.0,,,,,Continue (active Jul/Aug26),0.04363292474448041,False
CORL-CRBN-STCK-CLR-PLATE,Stack Plate,Accessories,38352.0,48.0,38.0,33,True,19176.0,24.0,799.0,41916483.0,0.7645721803750198,0.7441467195192246,14661.43613087138,14269.75749350065,19,18,True,False,False,,Coral-Carbon Stack Colour Plate,,Phone Case Accessories,DailyObjects,40419.0,,,,,Continue (active Jul/Aug26),2.10779098873592,False
CORL-PVOT-CROSBODY,Pivot Crossbody,Accessories,96354.0,46.0,34.0,33,True,48177.0,23.0,2094.6521739130435,41916483.0,0.7645721803750198,0.7441467195192246,36834.79393392733,35850.756506277685,18,18,True,True,True,,Pivot Crossbody - Coral,,Phone Bags,DailyObjects,198276.0,,,,,Continue (active Jul/Aug26),4.115573821533097,True
CORL-PVOT-TAIGA-BACKPACK,Pivot Taiga,Bags and Backpacks,393409.0,91.0,67.0,35,True,196704.5,45.5,4323.175824175824,27770135.0,1.0061452901129435,1.097196189868784,197913.3062190215,215823.42793004424,46,50,True,True,True,,Pivot Taiga Backpack - Coral,,Backpacks,DailyObjects,60483.0,,,,,Continue (active Jul/Aug26),0.30748152685881613,False
CORL-PVT-AMBT-MSG-BAG,Pivot Ambit,Bags and Backpacks,134474.0,26.0,20.0,24,True,67237.0,13.0,5172.076923076923,27770135.0,1.0061452901129435,1.097196189868784,67650.19087132398,73772.18021820743,14,15,True,True,True,,Pivot Ambit Messenger - Coral,,Messenger Bags,DailyObjects,67485.0,,,,,Continue (active Jul/Aug26),1.0036884453500305,False
CORL-PVT-BREFPACK,Pivot Briefpack,Bags and Backpacks,64588.0,12.0,8.0,10,True,32294.0,6.0,5382.333333333333,27770135.0,1.0061452901129435,1.097196189868784,32492.4559989074,35432.85375562251,7,7,True,True,True,,Pivot Briefpack - Coral,,Messenger Bags,DailyObjects,79980.0,,,,,Continue (active Jul/Aug26),2.4766210441568095,False
CORL-PVT-CARY-ALL-PUCH-LRG,Pivot Pouch,Wallet and Pouches,52465.0,35.0,33.0,24,True,26232.5,17.5,1499.0,1868266.5,0.5068369989254888,0.4865346012073817,13295.601574312886,12763.01892617264,9,9,True,True,True,,Coral Pivot Carry All Pouch - Large,,Pouches,DailyObjects,128258.0,,,,,Continue (active Jul/Aug26),4.88927856666349,True
CORL-PVT-CARY-ALL-PUCH-MED,Pivot Pouch,Wallet and Pouches,27978.0,22.0,19.0,21,True,13989.0,11.0,1271.7272727272727,1868266.5,0.5068369989254888,0.4865346012073817,7090.142777968664,6806.132536290063,6,6,True,True,True,,Coral Pivot Carry All Pouch - Medium,,Pouches,DailyObjects,86292.0,,,,,Continue (active Jul/Aug26),6.16856101222389,True
CORL-PVT-CARY-ALL-PUCH-SML,Pivot Pouch,Wallet and Pouches,35364.0,36.0,30.0,27,True,17682.0,18.0,982.3333333333334,1868266.5,0.5068369989254888,0.4865346012073817,8961.891815000494,8602.904818548925,10,9,True,True,True,,Coral Pivot Carry All Pouch - Small,,Pouches,DailyObjects,52425.0,,,,,Continue (active Jul/Aug26),2.9648795385137428,False
CORL-PVT-CARYPACK,Pivot Carrypack,Bags and Backpacks,22995.0,5.0,2.0,5,True,11497.5,2.5,4599.0,27770135.0,1.0061452901129435,1.097196189868784,11568.155473073568,12615.013193016344,3,3,True,True,True,,Pivot Carrypack - Coral,,Backpacks,DailyObjects,20994.0,,,,,Continue (active Jul/Aug26),1.825962165688193,False
CORL-PVT-CLASIC-TOTE,Pivot Classic Tote,Bags and Backpacks,56785.0,15.0,9.0,12,True,28392.5,7.5,3785.6666666666665,27770135.0,1.0061452901129435,1.097196189868784,28566.980149531748,31152.14282084945,8,9,True,True,True,,Pivot Classic Tote - Coral,,Tote Bags,DailyObjects,2799.0,,,,,Continue (active Jul/Aug26),0.0985823721053095,False
CORL-PVT-DAYPACK,Pivot Daypack,Bags and Backpacks,14495.0,5.0,2.0,5,True,7247.5,2.5,2899.0,27770135.0,1.0061452901129435,1.097196189868784,7292.037990093558,7951.929386074013,3,3,True,True,True,,Pivot Daypack - Coral,,Backpacks,DailyObjects,19192.0,,,,,Continue (active Jul/Aug26),2.6480855467402553,False
CORL-PVT-DUFLE,Pivot Duffle,Bags and Backpacks,47992.0,8.0,7.0,7,True,23996.0,4.0,5999.0,27770135.0,1.0061452901129435,1.097196189868784,24143.46238155019,26328.31977209134,5,5,True,False,True,,Pivot Duffle - Coral,,Duffle Bags,DailyObjects,68784.0,,,,,Continue (active Jul/Aug26),2.8664777462910487,False
CORL-PVT-EXPNDBL-CRSBDY-SML,Pivot Expandable Crossbody,Bags and Backpacks,2997.0,3.0,1.0,3,True,1498.5,1.5,999.0,27770135.0,1.0061452901129435,1.097196189868784,1507.7087172342458,1644.148490518373,2,2,True,True,True,,Coral Pivot Expandable Crossbody - Small,,Crossbody Bags,DailyObjects,11184.0,,,,,Continue (active Jul/Aug26),7.463463463463463,True
CORL-PVT-LAPTOP-SLEVE-LRG,Pivot Laptop Sleeve,Cases And Sleeves,98459.0,41.0,27.0,30,True,49229.5,20.5,2401.439024390244,34345120.5,1.2883232034218228,1.0714423217936824,63423.50714285463,52746.56978074209,27,22,True,True,True,,Coral Pivot Laptop Sleeve - Large,,Laptop Bags and Sleeves,DailyObjects,115532.0,,,,,Continue (active Jul/Aug26),2.3468042535471616,False
CORL-PVT-LAPTOP-SLEVE-MED,Pivot Laptop Sleeve,Cases And Sleeves,146675.0,75.0,63.0,43,True,73337.5,37.5,1955.6666666666667,34345120.5,1.2883232034218228,1.0714423217936824,94482.40293094794,78576.90127454419,49,41,True,True,True,,Coral Pivot Laptop Sleeve - Medium,,Laptop Bags and Sleeves,DailyObjects,190373.0,,,,,Continue (active Jul/Aug26),2.59584796318391,False
CORL-PVT-LUNAR-DAYPACK,Pivot Lunar Daypack,Bags and Backpacks,123218.0,32.0,26.0,25,True,61609.0,16.0,3850.5625,27770135.0,1.0061452901129435,1.097196189868784,61987.60517856834,67597.16006162592,17,18,True,True,True,,Pivot Lunar Daypack - Coral,,Backpacks,DailyObjects,108867.0,,,,,Continue (active Jul/Aug26),1.7670632537453943,False
CORL-PVT-MRDAN-CNVRTBL-BREFCASE,Pivot Meridian,Bags and Backpacks,124981.0,19.0,13.0,17,True,62490.5,9.5,6577.9473684210525,27770135.0,1.0061452901129435,1.097196189868784,62874.5222518029,68564.33850299525,10,11,False,False,True,,,,Bags and Backpacks,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
CORL-PVT-MSNGR-BAG,Pivot Messenger,Bags and Backpacks,43189.0,11.0,10.0,11,True,21594.5,5.5,3926.272727272728,27770135.0,1.0061452901129435,1.097196189868784,21727.20446734396,23693.403122121457,6,7,True,True,True,,Pivot Messenger Bag - Coral,,Messenger Bags,DailyObjects,13196.0,,,,,Continue (active Jul/Aug26),0.6110815253884091,False
CORL-PVT-ORBT-FNNY,Pivot Orbit Fanny,Bags and Backpacks,135675.0,75.0,59.0,43,True,67837.5,37.5,1809.0,27770135.0,1.0061452901129435,1.097196189868784,68254.3811180368,74431.04653022364,38,42,True,True,True,,Coral Pivot Orbit Fanny,,Crossbody Bags,DailyObjects,222829.0,,,,,Continue (active Jul/Aug26),3.284746637184448,True
CORL-PVT-SLING-BAG,Pivot Sling,Accessories,19490.0,10.0,8.0,9,True,9745.0,5.0,1949.0,41916483.0,0.7645721803750198,0.7441467195192246,7450.755897754569,7251.709781714844,4,4,False,False,True,,,,Accessories,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
CORL-PVT-TOP-HNDL-TOTE,Pivot Top Handle Tote,Bags and Backpacks,14995.0,5.0,2.0,5,True,7497.5,2.5,2999.0,27770135.0,1.0061452901129435,1.097196189868784,7543.574312621794,8226.22843354121,3,3,True,True,True,,Pivot Top Handle Tote - Coral,,Tote Bags,DailyObjects,31984.0,,,,,Continue (active Jul/Aug26),4.26595531843948,True
CORL-PVT-TRVL-SLNG,Pivot Travel Sling,Accessories,166505.0,95.0,78.0,49,True,83252.5,47.5,1752.6842105263158,41916483.0,0.7645721803750198,0.7441467195192246,63652.54544667134,61952.07476677425,37,36,True,True,True,,Pivot Travel Sling - Coral,,Phone Bags,DailyObjects,300550.0,,,,,Continue (active Jul/Aug26),3.6101017987447825,True
CORL-PVT-WEKNDR,Pivot Weekender,Bags and Backpacks,39992.0,8.0,6.0,8,True,19996.0,4.0,4999.0,27770135.0,1.0061452901129435,1.097196189868784,20118.881221098414,21939.53501261621,5,5,True,True,True,,Pivot Weekender - Coral,,Duffle Bags,DailyObjects,27993.0,,,,,Continue (active Jul/Aug26),1.3999299859971994,False
CORL-PVT-WRKPACK,Pivot Workpack,Bags and Backpacks,33592.0,8.0,5.0,8,True,16796.0,4.0,4199.0,27770135.0,1.0061452901129435,1.097196189868784,16899.216292737,18428.507205036098,5,5,False,True,True,,,,Bags and Backpacks,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
CORL-SLAT-STCK-CLR-PLATE,Stack Plate,Accessories,88689.0,111.0,82.0,51,True,44344.5,55.5,799.0,41916483.0,0.7645721803750198,0.7441467195192246,33904.571052640065,32998.814203720256,43,42,True,False,False,,Coral-Slate Stack Colour Plate,,Phone Case Accessories,DailyObjects,98903.0,,,,,Continue (active Jul/Aug26),2.2303329612466034,False
CORL-STCK-FLX-STND,Stack Stand,Home Office,550836.0,564.0,461.0,66,True,275418.0,282.0,976.6595744680852,15644036.0,0.8756404294244335,0.9428999195133756,241167.13579121864,259691.6100325349,247,266,True,True,True,,Coral Stack Flex Stand,,Stands,DailyObjects,65508.0,,,,,Continue (active Jul/Aug26),0.2378493780362939,False
CORL-STCK-PHN-AP-IPH16PRO,Stack Plain,Cases And Sleeves,90245.0,55.0,45.0,39,True,45122.5,27.5,1640.8181818181818,34345120.5,1.2883232034218228,1.0714423217936824,58132.3637464012,48346.15616513544,36,30,True,True,True,,Coral Stack Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,108801.0,,,,,Continue (active Jul/Aug26),2.4112360795611947,False
CORL-STCK-PHN-AP-IPH17,Stack Plain,Cases And Sleeves,155694.0,106.0,70.0,50,True,77847.0,53.0,1468.811320754717,34345120.5,1.2883232034218228,1.0714423217936824,100292.09641677864,83408.5704246728,69,57,True,True,True,,Coral Stack Phone Case Cover for iPhone 17,iPhone 17,Designer Cases,Apple,91524.0,,,,,Continue (active Jul/Aug26),1.1756907780646653,False
