label,SKU,category,sub_category,demand_units,gross_rev,delivered_units,days_sold,asp
2026-03non,BSLT-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,78.0,140322.0,63.0,24,1799.0
2026-03non,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,90.0,140310.0,65.0,24,1559.0
2026-03non,BSLT-PVT-LUNAR-DAYPACK,Bags and Backpacks,Backpacks,40.0,139960.0,29.0,19,3499.0
2026-03non,INDGO-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,93.0,139407.0,65.0,23,1499.0
2026-03non,MDNIT-BLU-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,82.0,139318.0,54.0,22,1699.0
2026-03non,BSLT-PVT-MRDAN-CNVRTBL-BREFCASE,Bags and Backpacks,Messenger Bags,23.0,137977.0,17.0,15,5999.0
2026-03non,MOTO-MAGSFE-PHN-GRIP,Accessories,Phone Grip,196.0,137004.0,60.0,18,699.0
2026-03non,BSLT-PVT-AMBT-MSG-BAG,Bags and Backpacks,Messenger Bags,27.0,134973.0,20.0,18,4999.0
2026-03non,BLK-WING-TOTE,Bags and Backpacks,Tote Bags,66.0,131934.0,46.0,22,1999.0
2026-03non,SPCE-BLUE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,87.0,130413.0,46.0,24,1499.0
2026-03non,CPSUL-GDGET-CLNING-KIT,Accessories,Cleaning Kit,163.0,130237.0,139.0,14,799.0
2026-03non,BLK-POP-PWR-PACK-67W,Accessories,Wireless Charger,36.0,129564.0,22.0,18,3599.0
2026-03non,ALL-BEGE-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,96.0,129504.0,81.0,25,1349.0
2026-03non,ALL-IVORY-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,96.0,129504.0,77.0,24,1349.0
2026-03non,CRBN-BLK-STRA-SLEVE-LARGE,Cases And Sleeves,Laptop Bags and Sleeves,80.0,127920.0,45.0,23,1599.0
2026-03non,TURF-LETHER-DESK-MAT-BLK,Home Office,Desks,127.0,126873.0,97.0,25,999.0
2026-03non,POP-100W-TYPC-KVLR-COR-MGNT-CABL-BLU,Accessories,Wireless Charger,126.0,125874.0,103.0,18,999.0
2026-03non,KHKI-BGIE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,73.0,124027.0,46.0,22,1699.0
2026-03non,BLK-URBN-CLASIC-BREFCASE-BAG,Bags and Backpacks,Messenger Bags,27.0,121473.0,21.0,15,4499.0
2026-03non,SLATE-PRK-TECH-KIT,Home Office,Organisers,40.0,119960.0,31.0,3,2999.0
2026-03non,INDGO-STCK-PHN-SS-GLS26ULTRA,Cases And Sleeves,Designer Cases,70.0,118930.0,60.0,24,1699.0
2026-03non,KVLR-CORE-2IN1-CHRGNG-CABLE-100W,Accessories,Wireless Charger,66.0,118734.0,51.0,25,1799.0
2026-03non,ROSE-GLD-MGT-MLES-LOP-APL-IWTCH-STRP-42,Accessories,Watch Straps,47.0,117453.0,29.0,21,2499.0
2026-03non,MODRN-MNT-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,47.0,117453.0,29.0,21,2499.0
2026-03non,BSLT-PVT-TRVL-SLNG,Accessories,Phone Bags,65.0,116935.0,50.0,23,1799.0
2026-03non,SPCEBLK-MGT-MLES-LOP-APL-IWTCH-STRP-42,Accessories,Watch Straps,46.0,114954.0,27.0,17,2499.0
2026-03non,STRD-2-0-CLR-MEGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,115.0,114885.0,69.0,22,999.0
2026-03non,SPCE-BLUE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,38.0,113962.0,30.0,19,2999.0
2026-03non,CLVE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,66.0,112134.0,55.0,20,1699.0
2026-03non,WRM-GRY-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,44.0,109956.0,31.0,19,2499.0
2026-03non,GRPHT-ELPS-LTHR-AP-WATCHBND-42,Accessories,Watch Straps,36.0,107964.0,19.0,15,2999.0
2026-03non,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,65.0,106135.0,47.0,24,1632.85
2026-03non,CLVE-FELD-BACKPACK,Bags and Backpacks,Backpacks,32.0,105568.0,27.0,17,3299.0
2026-03non,GRN-OLIV-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,66.0,105234.0,51.0,24,1594.45
2026-03non,RE-X-DO-VULT-TECH-ORGNISER-MED,Home Office,Organisers,45.0,103455.0,37.0,20,2299.0
2026-03non,AROS-ADJU-LAPTOP-TBLT-STAND,Home Office,Stands,38.0,102562.0,31.0,15,2699.0
2026-03non,BLK-RPSTP-VULT-TECH-ORGNISR-COMBO,Home Office,Organisers,34.0,101966.0,28.0,17,2999.0
2026-03non,POP-67W-TRPL-PRT-GN-DSK-ADPTR-WHT,Accessories,Wireless Charger,34.0,101966.0,27.0,18,2999.0
2026-03non,MANDARIN-PRK-TECH-KIT,Home Office,Organisers,34.0,101966.0,31.0,4,2999.0
2026-03non,SLAT-STCK-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,60.0,101940.0,44.0,21,1699.0
2026-03non,MNT-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,68.0,101932.0,44.0,24,1499.0
2026-03non,ALL-NVY-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,29.0,101471.0,21.0,17,3499.0
2026-03non,STRD-2-0-CLR-MEGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,101.0,100899.0,60.0,23,999.0
2026-03non,NTURL-MLES-LOP-2-0-AP-IWTCH-STRP-38,Accessories,Watch Straps,40.0,99960.0,18.0,17,2499.0
2026-03non,MODRN-MNT-TRCK-NYLN-AP-WATCHBND-38,Accessories,Watch Straps,40.0,99960.0,32.0,18,2499.0
2026-03non,SLVR-MLES-LOP-2-0-AP-IWTCH-STRP-42,Accessories,Watch Straps,39.0,97461.0,26.0,17,2499.0
2026-03non,CRBN-STCK-PHN-AP-IPH16,Cases And Sleeves,Designer Cases,65.0,97435.0,50.0,24,1499.0
2026-03non,CRBN-STCK-PHN-LANYARD,Accessories,Phone Lanyards,38.0,94962.0,32.0,18,2499.0
2026-03non,CRBN-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,50.0,94950.0,34.0,20,1899.0
2026-03non,BLK-BEGE-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,59.0,93991.0,43.0,20,1593.07
2026-03non,YELW-POP-PWR-PACK-67W,Accessories,Wireless Charger,26.0,93574.0,23.0,15,3599.0
2026-03non,CLOVE-CIT-CMPT-MSG-BAG,Bags and Backpacks,Messenger Bags,30.0,92970.0,11.0,6,3099.0
2026-03non,BLU-MARSAL-TECH-KIT-LTHRT,Home Office,Organisers,46.0,91954.0,39.0,15,1999.0
2026-03non,BSLT-PVT-LAPTOP-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,46.0,91954.0,35.0,21,1999.0
2026-03non,SURG-MAX-2IN1-MGNT-CHRGN-STATION,Accessories,Wireless Charger,18.0,89982.0,10.0,10,4999.0
2026-03non,CORL-STCK-PHN-LANYARD,Accessories,Phone Lanyards,36.0,89964.0,32.0,18,2499.0
2026-03non,BLK-MLES-LOP-2-0-AP-IWTCH-STRP-38,Accessories,Watch Straps,36.0,89964.0,18.0,18,2499.0
2026-03non,FRST-GRN-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,36.0,89964.0,30.0,19,2499.0
2026-03non,ALL-NVY-CMUTE-MSG-MED,Bags and Backpacks,Messenger Bags,27.0,89073.0,17.0,17,3299.0
2026-03non,INDGO-STCK-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,59.0,88441.0,47.0,21,1499.0
2026-03non,CORL-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,52.0,88348.0,20.0,23,1699.0
2026-03non,TAN-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,56.0,88144.0,39.0,21,1574.0
2026-03non,ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO5-11,Cases And Sleeves,Tablet Sleeves,40.0,87960.0,23.0,21,2199.0
2026-03non,INDGO-STCK-PHN-LANYARD,Accessories,Phone Lanyards,35.0,87465.0,28.0,17,2499.0
2026-03non,SLATE-GREY-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,29.0,86971.0,19.0,17,2999.0
2026-03non,POP-67W-TRPL-PRT-GN-DSK-ADPTR-RED,Accessories,Wireless Charger,29.0,86971.0,23.0,13,2999.0
2026-03non,POP-100W-TYPC-KVLR-COR-MGNT-CABL-BLK,Accessories,Wireless Charger,87.0,86913.0,68.0,22,999.0
2026-03non,BLK-POP-PWR-PACK-45W,Accessories,Wireless Charger,28.0,86772.0,25.0,16,3099.0
2026-03non,CRBN-STCK-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,51.0,86649.0,40.0,23,1699.0
2026-03non,ARET-LAPTOP-STND-BLUE,Home Office,Desks,32.0,86368.0,18.0,18,2699.0
2026-03non,IVORT-NVY-CMUTE-MSG-MED,Bags and Backpacks,Messenger Bags,26.0,85774.0,17.0,17,3299.0
2026-03non,BSLT-PVT-BREFPACK,Bags and Backpacks,Messenger Bags,19.0,85481.0,11.0,13,4499.0
2026-03non,NEW-CORL-TRCK-NYLN-AP-WATCHBND-38,Accessories,Watch Straps,34.0,84966.0,26.0,16,2499.0
2026-03non,CRNL-LVE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,50.0,84950.0,38.0,24,1699.0
2026-03non,MNT-STCK-FLX-STND,Home Office,Stands,84.0,83916.0,73.0,13,999.0
2026-03non,INDGO-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,49.0,83251.0,31.0,18,1699.0
2026-03non,CRNL-LVE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,26.0,83174.0,17.0,18,3199.0
2026-03non,FRST-GRN-FELD-BACKPACK,Bags and Backpacks,Backpacks,25.0,82475.0,16.0,15,3299.0
2026-03non,POP-45W-TWN-PRT-GN-WAL-ADPTR-BLK,Accessories,Wireless Charger,33.0,82467.0,29.0,19,2499.0
2026-03non,POP-33W-TWN-PRT-GN-DSK-ADPTR-WHT,Accessories,Wireless Charger,55.0,82445.0,35.0,24,1499.0
2026-03non,BSLT-PVOT-CROSBODY,Accessories,Phone Bags,41.0,81959.0,28.0,20,1999.0
2026-03non,MNT-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,43.0,81657.0,33.0,19,1899.0
2026-03non,INDGO-STCK-PHN-AP-IPH16,Cases And Sleeves,Designer Cases,54.0,80946.0,43.0,21,1499.0
2026-03non,STRD-2-0-CLR-MEGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,81.0,80919.0,48.0,25,999.0
2026-03non,BLK-BEGE-LTHR-MGSAF-AP-IPH16PRO,Cases And Sleeves,Designer Cases,53.0,80597.0,24.0,21,1520.7
2026-03non,IVORY-CLVE-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,23.0,80477.0,18.0,15,3499.0
2026-03non,PRVCY-GLAS-PROTC-AP-IPH17PRO,Accessories,Screen Guards,89.0,80011.0,73.0,18,899.0
2026-03non,YELW-MARSAL-TECH-KIT-LTHRT,Home Office,Organisers,40.0,79960.0,5.0,6,1999.0
2026-03non,CORL-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,47.0,79853.0,28.0,22,1699.0
2026-03non,INDGO-STCK-SGNTUR-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,47.0,79853.0,35.0,18,1699.0
2026-03non,CORL-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,42.0,79758.0,26.0,20,1899.0
2026-03non,CRBN-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,42.0,79758.0,30.0,19,1899.0
2026-03non,TAN-URBNGNTLMAN-LEATHER-WLT,Wallet and Pouches,Men's Wallets,61.0,79239.0,24.0,17,1299.0
2026-03non,LAGON-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,44.0,79156.0,12.0,10,1799.0
2026-03non,NIMBS-FRSTD-PHN-DOB-SS-ZFLD7,Cases And Sleeves,Designer Cases,79.0,78921.0,64.0,18,999.0
2026-03non,CRBN-STCK-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,52.0,77948.0,41.0,21,1499.0
2026-03non,RFLX-MAGSF-SHLD-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,65.0,77935.0,38.0,25,1199.0
2026-03non,SLAT-STCK-SGNTUR-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,41.0,77859.0,27.0,17,1899.0
2026-03non,BLK-FRSTD-CLR-ON-13,Cases And Sleeves,Designer Cases,97.0,77503.0,3.0,12,799.0
2026-03non,MNT-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,45.0,76455.0,38.0,24,1699.0
2026-03non,CRBN-STCK-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,45.0,76455.0,38.0,23,1699.0
2026-03non,SLAT-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,45.0,76455.0,30.0,22,1699.0
2026-03non,INDGO-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,40.0,75960.0,24.0,19,1899.0
2026-03non,CRBN-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,40.0,75960.0,30.0,19,1899.0
2026-03non,ARET-LAPTOP-STND-GRN,Home Office,Desks,28.0,75572.0,15.0,19,2699.0
2026-03non,GRN-URBNGNTLMAN-LEATHER-WLT,Wallet and Pouches,Men's Wallets,58.0,75342.0,23.0,15,1299.0
2026-03non,COL-ANTRCT-TRCK-NYLN-AP-WATCHBND-38,Accessories,Watch Straps,30.0,74970.0,19.0,17,2499.0
2026-03non,POP-45W-TWN-PRT-GN-WAL-ADPTR-BLU,Accessories,Wireless Charger,30.0,74970.0,27.0,19,2499.0
2026-03non,CRBN-STCK-SGNTUR-PHN-AP-IPH16,Cases And Sleeves,Designer Cases,44.0,74756.0,29.0,19,1699.0
2026-03non,POP-100W-TYPC-KVLR-COR-MGNT-CABL-RED,Accessories,Wireless Charger,74.0,73926.0,57.0,23,999.0
2026-03non,MNT-RED-STCK-CLR-PLATE,Accessories,Phone Case Accessories,92.0,73508.0,79.0,23,799.0
2026-03non,CRBN-BLK-EASY-DOB-SQURE-POUCH,Wallet and Pouches,Pouches,121.0,72479.0,91.0,24,599.0
2026-03non,POP-67W-TRPL-PRT-GN-DSK-ADPTR-YELW,Accessories,Wireless Charger,24.0,71976.0,16.0,15,2999.0
2026-03non,FORST-GRN-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,53.0,71497.0,35.0,21,1349.0
2026-03non,CRBN-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,42.0,71358.0,29.0,20,1699.0
2026-03non,SEATH-PRTCTR-APLCTOR-AP-IPH17PRO,Accessories,Screen Guards,102.0,71298.0,72.0,25,699.0
2026-03non,TANGRIN-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,47.0,70453.0,16.0,16,1499.0
