campaign_id,channel,send_time
6a658bdb7008235774d0f732,WHATSAPP,2026-07-26
6a658141d16a37faefa5d1ad,WHATSAPP,2026-07-26
6a6580224173c4814611124d,WHATSAPP,2026-07-26
6a654b66153ec5cce55fc2b8,WHATSAPP,2026-07-26
6a654af85e22144376c95d5a,WHATSAPP,2026-07-26
6a6546c433f3bb7edfa379b1,WHATSAPP,2026-07-26
6a65465d0916d69b70d0f4ba,WHATSAPP,2026-07-26
6a6545f2f942713a41393471,WHATSAPP,2026-07-26
6a65459e5d4c778ba5e21d50,WHATSAPP,2026-07-26
6a65449e721bfdf77123c43b,WHATSAPP,2026-07-26
6a65442fc7f2cc9edfa95029,WHATSAPP,2026-07-26
6a65436c60732c6dc9a1df07,WHATSAPP,2026-07-26
6a65431434f092c66081a2a3,WHATSAPP,2026-07-26
6a634457f1d08532477fa5b7,WHATSAPP,2026-07-24
6a634389f0f51e0a39362131,WHATSAPP,2026-07-26
6a6342ecb5005f19c49fa746,WHATSAPP,2026-07-26
6a63428e4c8dfefb2114929e,WHATSAPP,2026-07-26
6a633f99cdec9ba6676f2bc2,PUSH,2026-07-26
6a633f2cb490c3d8f4448d65,PUSH,2026-07-26
6a633e588852f5edca1c9b37,PUSH,2026-07-25
6a6323a4957bae8aa96b5783,PUSH,2026-07-25
6a63220b33a57259d9938a76,PUSH,2026-07-24
6a632037b20e43d5dbe06939,EMAIL,2026-07-26
6a631fbfc146389374165c42,EMAIL,2026-07-25
6a5f87dc94482e28a0140e49,WHATSAPP,2026-07-21
6a59fd06bf5ff70169b1cfa0,WHATSAPP,2026-07-19
6a59fc5dc4d28414e4777c91,WHATSAPP,2026-07-19
6a59fbfb3453ca742b4816a9,WHATSAPP,2026-07-19
6a59f8659aa69888d347eac6,EMAIL,2026-07-19
6a59f50fc452f422949681ab,EMAIL,2026-07-18
6a59f41614677a29eabbb4bf,WHATSAPP,2026-07-17
6a59ee619ff26526deba2624,PUSH,2026-07-19
6a59edf414677a29eabbb29f,PUSH,2026-07-19
6a59ed7fd5aad56adda354a7,PUSH,2026-07-18
6a59ecae677ae031dd3d1ce9,PUSH,2026-07-18
6a59eae6b876b2d93d833e2e,PUSH,2026-07-17
6a52bdfae415502992194ba0,WHATSAPP,2026-07-12
6a52b89a967da40aa715896f,WHATSAPP,2026-07-12
6a52b7dcd569bced88a5a248,WHATSAPP,2026-07-12
6a52b673c7175e216e74f3b9,WHATSAPP,2026-07-12
6a52b500b2356f526a3704e8,EMAIL,2026-07-12
6a51cd59193d161c7abf6f32,EMAIL,2026-07-11
6a50d3b74f52c6f19a64ef84,PUSH,2026-07-12
6a50d2b08b43fe034bbf8dee,PUSH,2026-07-11
6a50d15cc96485638892afc6,PUSH,2026-07-11
6a50d059550e86295ae03959,PUSH,2026-07-10
6a50ce07c3845b3276e76bc1,PUSH,2026-07-12
6a50840ddb3d7f5a980f17a4,WHATSAPP,2026-07-10
6a4e447843f536a091f28f61,WHATSAPP,2026-07-08
6a4de4a35b3bf2b88da78c88,EMAIL,2026-07-08
6a4de45156f64a0defad23b9,EMAIL,2026-07-08
6a4de3fa6772e17b90e09803,EMAIL,2026-07-08
6a4de38f8709cc7dcb8439a7,EMAIL,2026-07-08
6a4c9cb15cbc5cfb450228f5,EMAIL,2026-07-07
6a4c9c44e49380b9c9beebb7,EMAIL,2026-07-07
6a4c9be414eb7fbab31175b9,EMAIL,2026-07-07
6a4c9b83e2cc3aa60c6b8f74,EMAIL,2026-07-07
6a4b9bdd791d0efb0a136877,SMS,2026-07-06
6a49497326c99c77ff7e7b53,EMAIL,2026-07-05
6a49491480e1fc1a1e0c9d60,EMAIL,2026-07-05
6a4948c54654bc95cf0cded7,EMAIL,2026-07-05
6a49433c65fad363ef450a98,EMAIL,2026-07-05
6a493dbb60ede5f019b04d63,WHATSAPP,2026-07-05
6a47a29941287b9f76435860,EMAIL,2026-07-03
6a47954714f25478efc684fc,WHATSAPP,2026-07-04
6a4794c637eaaf4108c430de,WHATSAPP,2026-07-04
6a479457a2c86a116dbbdb36,WHATSAPP,2026-07-04
6a4793fa37eaaf4108c43097,WHATSAPP,2026-07-04
6a47932a0759fb6bab7f246c,WHATSAPP,2026-07-04
6a4749ad86b18c3fd687f625,PUSH,2026-07-06
6a465b4fcd4ea58df325a96b,WHATSAPP,2026-07-05
6a465b27f5b7beab752461c1,WHATSAPP,2026-07-05
6a465a8a0e3613491a09c36a,WHATSAPP,2026-07-04
6a46593290c61f39f13b5ef8,WHATSAPP,2026-07-04
6a4658b1948d8374bf1593c8,WHATSAPP,2026-07-04
6a465462cd4ea58df325a662,PUSH,2026-07-06
6a4653890850410b3c6e6ed6,PUSH,2026-07-05
6a4652e8f5f57ea79e24a57c,PUSH,2026-07-05
6a46526e7db99d27e83768fa,EMAIL,2026-07-02
6a46522cffac7e85c79e720f,EMAIL,2026-07-02
6a46518b0171765d160b85e7,PUSH,2026-07-04
6a464159882cba13defe5881,PUSH,2026-07-04
6a463c2040c1d0dae7b88643,PUSH,2026-07-03
6a463b0eea3ca1b1a29ef3c9,PUSH,2026-07-03
6a4637a403b06aaad5dfea13,PUSH,2026-07-02
6a4607e469258449d46808d0,EMAIL,2026-07-06
6a4603b7c7e67a5eeed61910,EMAIL,2026-07-05
6a46007570977b545652b76a,EMAIL,2026-07-05
6a45fc0a82f95dc80fcdff0e,EMAIL,2026-07-04
6a44ba6ac1ef5852707eab6d,EMAIL,2026-07-01
6a44b9ff031150d2cc277766,EMAIL,2026-07-01
6a43e3eec1ef5852707e9da1,EMAIL,2026-06-30
6a43e33ca8d91a4a7e45d901,EMAIL,2026-06-30
6a42549344b14a228f8fd365,EMAIL,2026-06-29
6a425419ef0d93c64e483854,EMAIL,2026-06-29
6a4253cb830dffb6dd012e01,EMAIL,2026-06-29
6a425376bf388179bc33170b,EMAIL,2026-06-29
6a40b17d2b409d09ececf5b2,WHATSAPP,2026-06-28
6a40b127fe5dd1baac0c0a89,WHATSAPP,2026-06-28
6a40b0b3061f956a441210ab,WHATSAPP,2026-06-28
6a3e60f38eeb5d84f7ac0866,SMS,2026-06-26
6a3e5f73b19c4177ecb56820,WHATSAPP,2026-06-26
6a3e5dee638f9d2716bd755f,WHATSAPP,2026-06-26
6a3e5d47d6e3408716b4dce3,WHATSAPP,2026-06-26
6a3e5c580e96b38fcbe83fb5,WHATSAPP,2026-06-26
6a3e5ba3955cb24d7226bba2,WHATSAPP,2026-06-26
6a3e54bdace8965103a93daa,WHATSAPP,2026-06-27
6a3e50b953cd0c34d1e74536,WHATSAPP,2026-06-27
6a3e4fe26447cc045d8c119c,WHATSAPP,2026-06-27
6a3e4f6e733053db98035963,WHATSAPP,2026-06-27
6a3e39b3b537f74194195e28,EMAIL,2026-06-26
6a3e30f7353358bbaa3797a1,PUSH,2026-06-28
6a3e20e012527b4a7a18835f,PUSH,2026-06-27
6a3e1fd0712ef9ac4bb33d6f,PUSH,2026-06-28
6a3e1f5653cd0c34d1e737e4,PUSH,2026-06-27
6a3e1e6d3d10217dc3cfa4f7,PUSH,2026-06-26
6a3e1abbfbf76e957897c222,PUSH,2026-06-26
6a3e1802e940e030e10f6498,EMAIL,2026-06-27
6a3e176aca55b6f125cd3746,EMAIL,2026-06-28
6a3a78880a12dea186120b7d,WHATSAPP,2026-06-23
6a3a2ce86742b50d9f188304,EMAIL,2026-06-23
6a3a2c4e501c84d006e0085b,EMAIL,2026-06-23
6a3a2b5ea10f5f24130e0a69,EMAIL,2026-06-23
6a3a29bc0766d28e96f7a26e,EMAIL,2026-06-23
6a392f7118396818ab57a66e,WHATSAPP,2026-06-22
6a392ac7e87c7945e6093368,WHATSAPP,2026-06-22
6a37625332ad592effea6c45,PUSH,2026-06-21
6a36c2a53cf939f009dc9773,WHATSAPP,2026-06-21
6a36c1d2a5d73030131c056d,WHATSAPP,2026-06-21
6a36bffa6a1e58ea5a284100,WHATSAPP,2026-06-21
6a362ae6f704f705d5f31866,WHATSAPP,2026-06-20
6a362939186f2af2fb60955f,WHATSAPP,2026-06-20
6a3627ea6140f5556741eec4,WHATSAPP,2026-06-20
6a360e201955ff7b83af3237,PUSH,2026-06-20
6a360bf96a1e58ea5a282fc5,PUSH,2026-06-20
6a3571be86955c6220e41504,PUSH,2026-06-19
6a2fbbf658c875046176a98b,WHATSAPP,2026-06-15
6a2d446eef8053ad82d5c746,WHATSAPP,2026-06-14
6a2cf80cda4dcb7b7f11c422,PUSH,2026-06-14
6a2cf6dec22dd8a2a08b857b,PUSH,2026-06-14
6a2cf54ce494578b23203c6a,PUSH,2026-06-13
6a2c51efe182dafa725d4e04,PUSH,2026-06-13
6a2bfa638bbed3dc17da1a1f,PUSH,2026-06-12
6a2bc59be182dafa725d3506,EMAIL,2026-06-14
6a2bc50016be48f9a31efc4b,EMAIL,2026-06-13
6a2bc169129eabf710690695,PUSH,2026-06-21
6a295f5dd89191ad4c8fdc5d,WHATSAPP,2026-06-10
6a295781d89191ad4c8fd9b9,PUSH,2026-06-10
6a26a7cf8445006be8df9d03,SMS,2026-06-08
6a2689b0e5b08c8f2c6dcab5,WHATSAPP,2026-06-08
6a2334fa1fbd87e3442a5a1e,WHATSAPP,2026-06-06
6a22c685aa3664783ae10ae7,WHATSAPP,2026-06-06
6a22c5c4ff7d48d8e3127378,WHATSAPP,2026-06-07
6a22c577377c9f6c47496b5e,WHATSAPP,2026-06-07
6a22c2e47ce19e148d447dfc,PUSH,2026-06-07
6a22c200cde3962e1169b579,PUSH,2026-06-06
6a22c17463d5fbd22694875b,PUSH,2026-06-06
6a22c091c4da7fcfc0e1556a,PUSH,2026-06-05
6a22bfd14e4de5892d174e95,PUSH,2026-06-07
6a22a962aa3664783ae103da,EMAIL,2026-06-05
6a22a7532f38076c5802945d,WHATSAPP,2026-06-06
6a2270b201fd7d2331822725,EMAIL,2026-06-07
6a22703d19215376c7edaa9b,EMAIL,2026-06-06
6a1ebbcd934e1f6f839f4e57,SMS,2026-06-02
6a1ea9555744a32e2d5215ae,EMAIL,2026-06-02
6a198414ec347b890d2c7983,WHATSAPP,2026-05-30
6a197a7808c50ff817bd5321,EMAIL,2026-05-30
6a19791ed8b57fe9c94ac11b,EMAIL,2026-05-31
6a1964ec34b13f2fb2acbf56,PUSH,2026-05-30
6a1960fa6df2b4a9936612a8,PUSH,2026-05-31
6a195f2c18d34e160569c2ca,PUSH,2026-05-29
6a195e3f726e2b3e4cafce78,WHATSAPP,2026-05-31
6a19582a7f9903d5a50157cb,WHATSAPP,2026-05-31
6a193ea00e7f394bbbc90042,WHATSAPP,2026-05-31
6a15615332ed490a86f350a2,WHATSAPP,2026-05-26
6a1441340747367694381133,EMAIL,2026-05-25
6a102c56a31732d484818820,WHATSAPP,2026-05-23
6a102406a948fa160ec6d193,PUSH,2026-05-24
6a10229db0938dde110de9e5,PUSH,2026-05-23
6a1021a3ec62d00d5bb3181a,PUSH,2026-05-22
6a1012cbacb970d063f8d4fc,PUSH,2026-05-24
6a100d796b27e0ff2a27a7e5,PUSH,2026-05-23
6a0fe7f1d68f335fbd1b47c6,WHATSAPP,2026-05-24
6a0ad42f15a5c03f9fbf189b,EMAIL,2026-05-24
6a0ad367a267d9f8bd9868be,EMAIL,2026-05-23
6a06fb6ad5c5f8907266ddde,WHATSAPP,2026-05-15
6a06faf9a22c1ad5e6bb230f,WHATSAPP,2026-05-15
6a06f90630a93baf38932598,WHATSAPP,2026-05-15
6a06f8cd1fef5e3c1244dacd,WHATSAPP,2026-05-15
6a05b6aebd3a92c0bdc0225d,PUSH,2026-05-15
6a05b40d1d2529b447c69805,PUSH,2026-05-14
6a05b18be21aac318a1f2e7e,PUSH,2026-05-14
6a05835f8581a289b195660a,EMAIL,2026-05-15
6a0563bbb30150060a91a929,EMAIL,2026-05-14
6a046f5b62dde56f1a508405,EMAIL,2026-05-13
6a01ca187687a19020b71d78,EMAIL,2026-05-11
6a01c2349e62451549138d75,EMAIL,2026-05-12
6a01a76941af1b7999973987,PUSH,2026-05-12
6a01a6b2d11a572600837bba,PUSH,2026-05-11
6a017e5eba46a9be04f498ca,SMS,2026-05-11
69feef985c09f8bcb47745d8,EMAIL,2026-05-09
69fddde307c7f57854064f4c,WHATSAPP,2026-05-09
69fddcc4568c1283be471cd3,WHATSAPP,2026-05-09
69fddc5d568c1283be471cb8,WHATSAPP,2026-05-09
69fddba9c51e40a04039d123,WHATSAPP,2026-05-09
69fddaead7b1d47bbae9bff8,WHATSAPP,2026-05-09
69fdda734089745775bd1435,WHATSAPP,2026-05-09
69fdd9eeccdf8d7f97dc0b46,WHATSAPP,2026-05-09
69fdd0c2ae6822d40ee7f75b,WHATSAPP,2026-05-10
69fdd06e307ba36412097bb9,WHATSAPP,2026-05-10
69fdd03c8577f06f31955ed8,WHATSAPP,2026-05-10
69fdcfd29cb917732253cada,EMAIL,2026-05-10
69fdce8383e23b4d3003fac1,EMAIL,2026-05-09
69fdcaccf97506c525be5c0d,PUSH,2026-05-10
69fdc31f6586203c579d6862,PUSH,2026-05-10
69fdc26f38815ebfbc5fb865,PUSH,2026-05-09
69fdc18c9d81b73e9d493d7e,PUSH,2026-05-09
69fdc0a7ca1db4127e83f060,PUSH,2026-05-08
69fdbc70b02dde6e9ff7e035,SMS,2026-05-10
69fdb55af70989ae1ff4b3ba,EMAIL,2026-05-08
69fdaeb68062ac535c92c636,WHATSAPP,2026-05-09
69fdad7ef7f15c829c5dc9f9,WHATSAPP,2026-05-09
69fdad4e07c7f57854064004,WHATSAPP,2026-05-09
69f497f4b68b3b9c75d06159,SMS,2026-05-03
69f49343e1166b4c9d742521,PUSH,2026-05-03
69f492ba117cb9a1ed35ebac,PUSH,2026-05-03
69f491a805bba1e3055e92ca,PUSH,2026-05-02
69f48db12998494157e88342,PUSH,2026-05-02
69f48d1b03e722c849eb1f54,PUSH,2026-05-01
69f4808efaa9f5a3eace3f3c,EMAIL,2026-05-03
69f467e3313ceec475d263dd,WHATSAPP,2026-05-02
69f46662ff37a71cec3bc7f9,WHATSAPP,2026-05-02
69f465229b32ef26e51596f9,WHATSAPP,2026-05-02
69eda1d5ee1967488e189393,WHATSAPP,2026-04-26
69ec4da9f8437add0acebae0,WHATSAPP,2026-04-25
69ec4d35d21f2f346ae2e929,WHATSAPP,2026-04-25
69ec4ca846614803f45adf60,WHATSAPP,2026-04-25
69ec4c2adb8e9d25519a3641,WHATSAPP,2026-04-25
69eb6cc627e7d25565f58f5e,SMS,2026-04-26
69eb66ed25be39e9171d0142,WHATSAPP,2026-04-26
69eb62d11d292c8d4f9ac0c3,PUSH,2026-04-26
69eb625cbf338c81020727b6,PUSH,2026-04-26
69eb61daed8e1e555258cb1f,PUSH,2026-04-25
69eb60fd771ded85d1b2eaa1,PUSH,2026-04-25
69eb602f98048efae64f0617,PUSH,2026-04-24
69e3f5abc3066a962552d097,WHATSAPP,2026-04-19
69e22e84fc7b2ad756dd4dd7,WHATSAPP,2026-04-19
69e22de8945564f6f4e68e7a,WHATSAPP,2026-04-19
69e228dbb127eba84af118e2,WHATSAPP,2026-04-19
69e21c06d16efc85b23bdc04,PUSH,2026-04-19
69e21afa945564f6f4e689c2,PUSH,2026-04-19
69e21a64b01d8abc03186ece,PUSH,2026-04-18
69e219b12207c7fac2350fab,PUSH,2026-04-18
69e218c309d14e6cb3780b6e,PUSH,2026-04-17
69e1f8842d16c4c1486d4d33,EMAIL,2026-04-19
69db2bf7ac0c7288a9b9bb13,WHATSAPP,2026-04-12
69da278a37f15c82e4f5d1d3,WHATSAPP,2026-04-11
69da26f5e95b73c58b75ac96,WHATSAPP,2026-04-11
69d8dec555f68eaec69b9c4f,PUSH,2026-04-12
69d8de4d6e7607dc4bfc78b2,PUSH,2026-04-12
69d8ddebc6aeea145de7e7de,PUSH,2026-04-11
69d8dd77258c4ede06fa01f5,PUSH,2026-04-11
69d8dceb3ece8544ea5e1c64,PUSH,2026-04-10
69cd076aa33ed006f5c04c5d,PUSH,2026-04-05
69cd064b6005e2dc24d25f6b,PUSH,2026-04-05
69cd04b5fa0f3b6e2d4ec78e,PUSH,2026-04-04
69cd0417f4f7e8fbab1eca61,PUSH,2026-04-04
69c7b16149670788ca291b60,WHATSAPP,2026-03-28
69c505a0589ab12cf8e774c8,WHATSAPP,2026-03-26
69c500b736603912db24bcc3,WHATSAPP,2026-03-26
69c28604338e5a3b05439002,WHATSAPP,2026-03-24
69c144dc08b826dfc57e76f2,WHATSAPP,2026-03-23
69c144af0a2bb80fd0f98eff,WHATSAPP,2026-03-23
69c12e36d266f47a4e4acff4,SMS,2026-03-23
69c108024ac991f025521f66,PUSH,2026-03-23
69c10329a1f89a178fffdd87,WHATSAPP,2026-03-23
69c102e6162991ad58bc009b,WHATSAPP,2026-03-23
69c0fde6511b25bb129c1e22,WHATSAPP,2026-03-23
69c0fda3e64241a6764f01ca,WHATSAPP,2026-03-23
69c0fd4a8c9c1a55115f0277,WHATSAPP,2026-03-23
69c0fcf65001d6a0a34b897a,WHATSAPP,2026-03-23
69bfe7dddc0e82e871025231,PUSH,2026-03-22
69bf88cb339f989dc1b79086,PUSH,2026-03-22
69bf87a06231afb293143ded,PUSH,2026-03-22
69bf84e817f533758689894a,PUSH,2026-03-22
69bf84360b45ff98977e27d1,PUSH,2026-03-22
69bf8355c876f86322f2e9f6,PUSH,2026-03-22
69bede76da08a4f232a07157,WHATSAPP,2026-03-22
69bede1dda08a4f232a07151,WHATSAPP,2026-03-22
69beddd1a73d0c8ae7ff1600,WHATSAPP,2026-03-22
69bedd71019c035cc5aa4de5,WHATSAPP,2026-03-22
69bedd2e47660caedf30fe06,WHATSAPP,2026-03-22
69be5a2c5f2d83c7ea3df1ca,WHATSAPP,2026-03-21
69be599aab683b4acb5472e2,WHATSAPP,2026-03-21
69be51dbbe62373d19626d67,WHATSAPP,2026-03-21
69be5184251e502024adea05,WHATSAPP,2026-03-21
69be51420329721e3fe1e8d6,WHATSAPP,2026-03-21
69be485a7dd0e99a26ae4cb3,WHATSAPP,2026-03-21
69be4449316cc81338038a43,WHATSAPP,2026-03-21
69be3eadb7022ce4148ccc50,WHATSAPP,2026-03-21
69be38947c9b4491f4568c90,WHATSAPP,2026-03-21
69be37eb2e6e0dddef91b87f,WHATSAPP,2026-03-21
69be33b2f98132ce0877e22d,WHATSAPP,2026-03-21
69be2ea051a22a4b4b6350fd,WHATSAPP,2026-03-21
69bd3dde7dd0e99a26ae4032,PUSH,2026-03-22
69bd3d3e971021f0b48fc703,PUSH,2026-03-22
69bd3b2320e4055cb7490795,PUSH,2026-03-22
69bd3a963e4f48f0be85a38c,PUSH,2026-03-22
69bd39d6bc43ef0bde1ae8fa,PUSH,2026-03-22
69bd368ab7f38ed94dcc5ec2,PUSH,2026-03-22
69bd351b971021f0b48fc3a3,PUSH,2026-03-21
69bd342a5f2d83c7ea3de24d,PUSH,2026-03-21
69bd31d2be62373d19625a9f,PUSH,2026-03-20
69bd317444674bfbbca7ae38,PUSH,2026-03-20
69bd2fb560ff3a2d144ee493,PUSH,2026-03-20
69bd2f1a5f2d83c7ea3de120,EMAIL,2026-03-20
69bd2e7b4a6f85ea07cc0c58,PUSH,2026-03-20
69bd2cf4ab683b4acb545fb2,SMS,2026-03-20
69bd20f52ca11aa8c3462736,PUSH,2026-03-20
69bd15e9e46d57fbf990834f,WHATSAPP,2026-03-20
69bd1563ecd8061953417273,WHATSAPP,2026-03-20
69bd14e86995039a282a7416,WHATSAPP,2026-03-20
69bd14220983c96495a8783b,WHATSAPP,2026-03-20
69bd1380ecd80619534171e8,WHATSAPP,2026-03-20
69bd13141020819e43338a10,WHATSAPP,2026-03-20
69bbde8a1c4ac26edd22ff23,EMAIL,2026-03-23
69bbddb379b8e91b66215b25,EMAIL,2026-03-22
69bbdcfb9a93e64a3b71e433,EMAIL,2026-03-22
69bbcb92665422f5115125e0,EMAIL,2026-03-22
69bbc948ed6693b18cd77534,EMAIL,2026-03-22
69bbc8a32d6a59c1e73d8075,EMAIL,2026-03-22
69bbc67121541682e1b8fb80,EMAIL,2026-03-22
69bbc318bb27ed2794b5a780,EMAIL,2026-03-22
69bbc22c9b55cd6d34ea457b,EMAIL,2026-03-22
69bbc0ed1d0f04170d42795e,EMAIL,2026-03-22
69bbbe6160a292eea98543af,EMAIL,2026-03-21
69bb940c90b1425316311068,EMAIL,2026-03-23
69bb90d2c2eaf9d904378bc5,EMAIL,2026-03-23
69ba943bf489dd902e97e8a6,WHATSAPP,2026-03-22
69ba8e138c813a48b36932c6,WHATSAPP,2026-03-22
69ba8c23914ecb4f77622e39,WHATSAPP,2026-03-22
69ba3f9c5627d551f7a30eba,EMAIL,2026-03-19
69ba3c67eeb2f396c7cf2940,EMAIL,2026-03-18
69b7e05d71d6aaf78c242403,PUSH,2026-03-22
69b7dc27e09335fe997424e9,EMAIL,2026-03-16
69b7dbf605df528c8d7df8eb,PUSH,2026-03-23
69b7d34396bbeb162e7ed012,PUSH,2026-03-23
69b7cbda412b20319daa49ae,PUSH,2026-03-21
69b7be23f432e65f0ceeceba,PUSH,2026-03-21
69b7bd442492dea80be94401,PUSH,2026-03-22
69b7aee0e6c44c81f3f14a09,PUSH,2026-03-19
69b7ac7f493370887a17a9aa,PUSH,2026-03-19
69b7abb52492dea80be93f0c,PUSH,2026-03-16
69b3f14aa4cf3241ed355d11,PUSH,2026-03-14
69b3f0d6cdfef445dfe910d3,PUSH,2026-03-15
69b3f042bae4ddbdd7c3b201,PUSH,2026-03-13
69b3efb2cdfef445dfe9106a,PUSH,2026-03-14
69aac94f4f19e4d87cb29156,PUSH,2026-03-08
69aac8fe1dbde47fe0b073d1,PUSH,2026-03-07
69aac8972416991dea276d71,PUSH,2026-03-06
69a959177bf3bc2a15463092,WHATSAPP,2026-03-08
69a92fa77bf3bc2a15462637,PUSH,2026-03-08
69a92ea02de045014d7e8ccc,PUSH,2026-03-07
69a92a7cc5ed279de34c2575,EMAIL,2026-03-08
69a4046f2a609fd9fe711439,WHATSAPP,2026-03-01
69a36c7373a77297267e35a5,WHATSAPP,2026-03-01
69a12bf0a1653fb38e1f8053,PUSH,2026-02-28
69a12b478621316cde1d0903,PUSH,2026-02-27
69a12a9b68c1990b66a9a81c,PUSH,2026-03-01
699fc370d8ebb7a6837756bc,PUSH,2026-03-01
699fc2bee83dd98e1e829fea,PUSH,2026-02-28
699fc08c618a451b1dc47931,EMAIL,2026-03-01
699d91619db6d69f86ecf6a5,WHATSAPP,2026-03-01
69985a97acae9d3d01641980,WHATSAPP,2026-02-22
69985755034641c164e55b38,WHATSAPP,2026-02-21
699856ff79676bf5cbe6270d,WHATSAPP,2026-02-21
69983c7065749861c0fa2ae8,EMAIL,2026-02-22
699701ee5aa83bd7c85f3191,PUSH,2026-02-22
6997017b5aa83bd7c85f317f,PUSH,2026-02-21
6996e9419b1dac9c08a8b10e,PUSH,2026-02-21
6996e830cd26545dd7a92555,PUSH,2026-02-22
6996ac45189823939f122f20,PUSH,2026-02-20
